year,state,totals
2015,Mariana Islands,1
2015,Maryland,9311
2015,Massachusetts,13112
2015,Michigan,33596
2015,Minnesota,37824
2015,Mississippi,17119
2015,Missouri,47271
2015,Montana,8234
2015,Nebraska,6241
2015,Nevada,9482
2015,New Hampshire,9834
2015,New Jersey,7144
2015,New Mexico,10614
2015,New York,26506
2015,North Carolina,43199
2015,North Dakota,5512
2015,Ohio,47676
2015,Oklahoma,28606
2015,Oregon,19429
2015,Pennsylvania,73321
2015,Puerto Rico,1225
2015,Rhode Island,1722
2015,South Carolina,23923
2015,South Dakota,6709
2015,Tennessee,57536
2015,Texas,115315
2015,Utah,19394
2015,Vermont,2373
2015,Virgin Islands,79
2015,Virginia,36685
2015,Washington,38018
2015,West Virginia,17624
2015,Wisconsin,24587
2015,Wyoming,4413
2014,Alabama,75874
2014,Alaska,9442
2014,Arizona,33062
2014,Arkansas,29453
2014,California,164170
2014,Colorado,47309
2014,Connecticut,27883
2014,Delaware,5847
2014,District of Columbia,53
2014,Florida,107882
2014,Georgia,60222
2014,Guam,203
2014,Hawaii,1389
2014,Idaho,14948
2014,Illinois,147220
2014,Indiana,74495
2014,Iowa,14335
2014,Kansas,22119
2014,Kentucky,295697
2014,Louisiana,44644
2014,Maine,8990
2014,Mariana Islands,0
2014,Maryland,12462
2014,Massachusetts,14332
2014,Michigan,42291
2014,Minnesota,43152
2014,Mississippi,32564
2014,Missouri,64574
2014,Montana,13177
2014,Nebraska,8917
2014,Nevada,12590
2014,New Hampshire,12247
2014,New Jersey,8712
2014,New Mexico,15881
2014,New York,34849
2014,North Carolina,56571
2014,North Dakota,6795
2014,Ohio,71731
2014,Oklahoma,45311
2014,Oregon,28411
2014,Pennsylvania,95384
2014,Puerto Rico,1417
2014,Rhode Island,1988
2014,South Carolina,34846
2014,South Dakota,9645
2014,Tennessee,72934
2014,Texas,180658
2014,Utah,26111
2014,Vermont,3152
2014,Virgin Islands,94
2014,Virginia,49939
2014,Washington,49826
2014,West Virginia,26935
2014,Wisconsin,31622
2014,Wyoming,7031
2014,Alabama,56324
2014,Alaska,7851
2014,Arizona,26203
2014,Arkansas,25577
2014,California,132469
2014,Colorado,36523
2014,Connecticut,23451
2014,Delaware,4764
2014,District of Columbia,45
2014,Florida,87931
2014,Georgia,44325
2014,Guam,160
2014,Hawaii,1078
2014,Idaho,10932
2014,Illinois,104606
2014,Indiana,136175
2014,Iowa,10906
2014,Kansas,18147
2014,Kentucky,84113
2014,Louisiana,33557
2014,Maine,7347
2014,Mariana Islands,2
2014,Maryland,12483
2014,Massachusetts,13258
2014,Michigan,39561
2014,Minnesota,38258
2014,Mississippi,24074
2014,Missouri,60330
2014,Montana,10052
2014,Nebraska,7072
2014,Nevada,8950
2014,New Hampshire,10215
2014,New Jersey,7612
2014,New Mexico,12308
2014,New York,33260
2014,North Carolina,45758
2014,North Dakota,6217
2014,Ohio,64249
2014,Oklahoma,37671
2014,Oregon,22003
2014,Pennsylvania,87572
2014,Puerto Rico,1369
2014,Rhode Island,1822
2014,South Carolina,26987
2014,South Dakota,8620
2014,Tennessee,55288
2014,Texas,138837
2014,Utah,19211
2014,Vermont,2833
2014,Virgin Islands,94
2014,Virginia,43955
2014,Washington,44282
2014,West Virginia,24050
2014,Wisconsin,31027
2014,Wyoming,5399
2014,Alabama,50068
2014,Alaska,9803
2014,Arizona,25181
2014,Arkansas,23097
2014,California,128439
2014,Colorado,35546
2014,Connecticut,24547
2014,Delaware,3802
2014,District of Columbia,52
2014,Florida,83962
2014,Georgia,43186
2014,Guam,172
2014,Hawaii,1330
2014,Idaho,11973
2014,Illinois,103053
2014,Indiana,80707
2014,Iowa,10795
2014,Kansas,14601
2014,Kentucky,31756
2014,Louisiana,29220
2014,Maine,10133
2014,Mariana Islands,2
2014,Maryland,10073
2014,Massachusetts,14369
2014,Michigan,40169
2014,Minnesota,45025
2014,Mississippi,19086
2014,Missouri,50021
2014,Montana,12833
2014,Nebraska,6735
2014,Nevada,8873
2014,New Hampshire,11633
2014,New Jersey,7435
2014,New Mexico,12641
2014,New York,34659
2014,North Carolina,43204
2014,North Dakota,7836
2014,Ohio,53277
2014,Oklahoma,30881
2014,Oregon,20667
2014,Pennsylvania,83119
2014,Puerto Rico,1402
2014,Rhode Island,1889
2014,South Carolina,24311
2014,South Dakota,9445
2014,Tennessee,44933
2014,Texas,122547
2014,Utah,16476
2014,Vermont,3101
2014,Virgin Islands,127
2014,Virginia,36419
2014,Washington,41682
2014,West Virginia,20922
2014,Wisconsin,33262
2014,Wyoming,5421
2014,Alabama,45081
2014,Alaska,6625
2014,Arizona,23538
2014,Arkansas,17053
2014,California,118856
2014,Colorado,30504
2014,Connecticut,22160
2014,Delaware,3289
2014,District of Columbia,48
2014,Florida,77573
2014,Georgia,35423
2014,Guam,181
2014,Hawaii,1153
2014,Idaho,11211
2014,Illinois,117143
2014,Indiana,34547
2014,Iowa,8494
2014,Kansas,12558
2014,Kentucky,80383
2014,Louisiana,31703
2014,Maine,7667
2014,Mariana Islands,2
2014,Maryland,8480
2014,Massachusetts,12394
2014,Michigan,37179
2014,Minnesota,41988
2014,Mississippi,20332
2014,Missouri,39077
2014,Montana,10880
2014,Nebraska,5577
2014,Nevada,8630
2014,New Hampshire,9668
2014,New Jersey,6470
2014,New Mexico,10973
2014,New York,28575
2014,North Carolina,35405
2014,North Dakota,5914
2014,Ohio,42944
2014,Oklahoma,25886
2014,Oregon,19544
2014,Pennsylvania,71450
2014,Puerto Rico,1316
2014,Rhode Island,1570
2014,South Carolina,20378
2014,South Dakota,7166
2014,Tennessee,38227
2014,Texas,114900
2014,Utah,17531
2014,Vermont,2743
2014,Virgin Islands,112
2014,Virginia,31726
2014,Washington,35256
2014,West Virginia,16952
2014,Wisconsin,27754
2014,Wyoming,5296
2014,Alabama,45465
2014,Alaska,7816
2014,Arizona,26519
2014,Arkansas,15895
2014,California,119570
2014,Colorado,32230
2014,Connecticut,16479
2014,Delaware,3415
2014,District of Columbia,47
2014,Florida,75868
2014,Georgia,35344
2014,Guam,162
2014,Hawaii,1130
2014,Idaho,10295
2014,Illinois,91721
2014,Indiana,37077
2014,Iowa,7923
2014,Kansas,11796
2014,Kentucky,232853
2014,Louisiana,24409
2014,Maine,6313
2014,Mariana Islands,0
2014,Maryland,8265
2014,Massachusetts,13949
2014,Michigan,32189
2014,Minnesota,37674
2014,Mississippi,15732
2014,Missouri,40886
2014,Montana,9986
2014,Nebraska,4763
2014,Nevada,8780
2014,New Hampshire,9688
2014,New Jersey,6828
2014,New Mexico,10816
2014,New York,27139
2014,North Carolina,35184
2014,North Dakota,5239
2014,Ohio,42044
2014,Oklahoma,25875
2014,Oregon,16665
2014,Pennsylvania,67743
2014,Puerto Rico,1391
2014,Rhode Island,1617
2014,South Carolina,22184
2014,South Dakota,6261
2014,Tennessee,39800
2014,Texas,115497
2014,Utah,19335
2014,Vermont,2280
2014,Virgin Islands,132
2014,Virginia,30501
2014,Washington,32674
2014,West Virginia,15799
2014,Wisconsin,24467
2014,Wyoming,4637
2014,Alabama,43600
2014,Alaska,6035
2014,Arizona,21193
2014,Arkansas,13484
2014,California,104309
2014,Colorado,29247
2014,Connecticut,12620
2014,Delaware,2960
2014,District of Columbia,49
2014,Florida,70230
2014,Georgia,32987
2014,Guam,126
2014,Hawaii,1291
2014,Idaho,8251
2014,Illinois,86596
2014,Indiana,31816
2014,Iowa,7575
2014,Kansas,10381
2014,Kentucky,248979
2014,Louisiana,17996
2014,Maine,4923
2014,Mariana Islands,2
2014,Maryland,6878
2014,Massachusetts,12638
2014,Michigan,29119
2014,Minnesota,33483
2014,Mississippi,11995
2014,Missouri,30494
2014,Montana,7798
2014,Nebraska,3704
2014,Nevada,8108
2014,New Hampshire,8374
2014,New Jersey,6792
2014,New Mexico,9168
2014,New York,27126
2014,North Carolina,31117
2014,North Dakota,4382
2014,Ohio,37889
2014,Oklahoma,21917
2014,Oregon,14896
2014,Pennsylvania,59582
2014,Puerto Rico,1219
2014,Rhode Island,1374
2014,South Carolina,19093
2014,South Dakota,4984
2014,Tennessee,34494
2014,Texas,94876
2014,Utah,19385
2014,Vermont,1868
2014,Virgin Islands,63
2014,Virginia,28031
2014,Washington,31164
2014,West Virginia,13298
2014,Wisconsin,19541
2014,Wyoming,4205
2014,Alabama,41709
2014,Alaska,6005
2014,Arizona,22049
2014,Arkansas,14177
2014,California,102639
2014,Colorado,26802
2014,Connecticut,13270
2014,Delaware,2928
2014,District of Columbia,23
2014,Florida,70597
2014,Georgia,30386
2014,Guam,145
2014,Hawaii,1210
2014,Idaho,9745
2014,Illinois,112407
2014,Indiana,30807
2014,Iowa,8569
2014,Kansas,10053
2014,Kentucky,214382
2014,Louisiana,18906
2014,Maine,4783
2014,Mariana Islands,1
2014,Maryland,7320
2014,Massachusetts,13474
2014,Michigan,28148
2014,Minnesota,35400
2014,Mississippi,11455
2014,Missouri,30079
2014,Montana,8454
2014,Nebraska,3550
2014,Nevada,9000
2014,New Hampshire,8534
2014,New Jersey,6649
2014,New Mexico,9546
2014,New York,23810
2014,North Carolina,32577
2014,North Dakota,4224
2014,Ohio,35267
2014,Oklahoma,21797
2014,Oregon,16461
2014,Pennsylvania,56296
2014,Puerto Rico,1188
2014,Rhode Island,1251
2014,South Carolina,19781
2014,South Dakota,4781
2014,Tennessee,32665
2014,Texas,91133
2014,Utah,23271
2014,Vermont,1736
2014,Virgin Islands,105
2014,Virginia,26351
2014,Washington,32647
2014,West Virginia,12646
2014,Wisconsin,19302
2014,Wyoming,4644
2014,Alabama,43111
2014,Alaska,7166
2014,Arizona,24566
2014,Arkansas,17070
2014,California,120661
2014,Colorado,31697
2014,Connecticut,14437
2014,Delaware,3896
2014,District of Columbia,31
2014,Florida,78127
2014,Georgia,33247
2014,Guam,166
2014,Hawaii,1155
2014,Idaho,9289
2014,Illinois,92638
2014,Indiana,36151
2014,Iowa,8165
2014,Kansas,10895
2014,Kentucky,230610
2014,Louisiana,19085
2014,Maine,5674
2014,Mariana Islands,0
2014,Maryland,7913
2014,Massachusetts,14087
2014,Michigan,31109
2014,Minnesota,34462
2014,Mississippi,12506
2014,Missouri,31691
2014,Montana,8930
2014,Nebraska,4074
2014,Nevada,8950
2014,New Hampshire,10119
2014,New Jersey,7908
2014,New Mexico,10235
2014,New York,25889
2014,North Carolina,34589
2014,North Dakota,5216
2014,Ohio,40586
2014,Oklahoma,22251
2014,Oregon,17875
2014,Pennsylvania,63261
2014,Puerto Rico,1378
2014,Rhode Island,1471
2014,South Carolina,21331
2014,South Dakota,5167
2014,Tennessee,33567
2014,Texas,97814
2014,Utah,26525
2014,Vermont,2100
2014,Virgin Islands,94
2014,Virginia,27385
2014,Washington,37636
2014,West Virginia,14682
2014,Wisconsin,22493
2014,Wyoming,5187
2014,Alabama,46332
2014,Alaska,8305
2014,Arizona,25939
2014,Arkansas,16546
2014,California,134448
2014,Colorado,34615
2014,Connecticut,20715
2014,Delaware,2822
2014,District of Columbia,36
2014,Florida,94323
2014,Georgia,36533
2014,Guam,209
2014,Hawaii,1597
2014,Idaho,10422
2014,Illinois,105924
2014,Indiana,42399
2014,Iowa,10404
2014,Kansas,13161
2014,Kentucky,274155
2014,Louisiana,19656
2014,Maine,6890
2014,Mariana Islands,2
2014,Maryland,10548
2014,Massachusetts,16097
2014,Michigan,36618
2014,Minnesota,46067
2014,Mississippi,13044
2014,Missouri,38283
2014,Montana,10056
2014,Nebraska,5240
2014,Nevada,9819
2014,New Hampshire,11592
2014,New Jersey,8472
2014,New Mexico,10620
2014,New York,43433
2014,North Carolina,59495
2014,North Dakota,6330
2014,Ohio,48767
2014,Oklahoma,26310
2014,Oregon,19475
2014,Pennsylvania,74553
2014,Puerto Rico,1221
2014,Rhode Island,1667
2014,South Carolina,21621
2014,South Dakota,6054
2014,Tennessee,36861
2014,Texas,101103
2014,Utah,29587
2014,Vermont,3114
2014,Virgin Islands,103
2014,Virginia,31037
2014,Washington,46446
2014,West Virginia,16702
2014,Wisconsin,32375
2014,Wyoming,5508
2014,Alabama,57656
2014,Alaska,7271
2014,Arizona,28307
2014,Arkansas,20173
2014,California,137660
2014,Colorado,38547
2014,Connecticut,36553
2014,Delaware,3534
2014,District of Columbia,48
2014,Florida,104835
2014,Georgia,45841
2014,Guam,205
2014,Hawaii,1333
2014,Idaho,14322
2014,Illinois,145597
2014,Indiana,52880
2014,Iowa,13686
2014,Kansas,16410
2014,Kentucky,280948
2014,Louisiana,25477
2014,Maine,7591
2014,Mariana Islands,0
2014,Maryland,17071
2014,Massachusetts,20176
2014,Michigan,42636
2014,Minnesota,50582
2014,Mississippi,17334
2014,Missouri,46051
2014,Montana,11045
2014,Nebraska,6437
2014,Nevada,11769
2014,New Hampshire,12519
2014,New Jersey,9726
2014,New Mexico,13550
2014,New York,33819
2014,North Carolina,541978
2014,North Dakota,6329
2014,Ohio,59244
2014,Oklahoma,30087
2014,Oregon,24346
2014,Pennsylvania,93402
2014,Puerto Rico,1431
2014,Rhode Island,2208
2014,South Carolina,28436
2014,South Dakota,7538
2014,Tennessee,43344
2014,Texas,130310
2014,Utah,22924
2014,Vermont,3305
2014,Virgin Islands,108
2014,Virginia,40700
2014,Washington,45491
2014,West Virginia,20942
2014,Wisconsin,37199
2014,Wyoming,5699
2014,Alabama,63947
2014,Alaska,6353
2014,Arizona,29657
2014,Arkansas,24599
2014,California,111341
2014,Colorado,36936
2014,Connecticut,29640
2014,Delaware,3207
2014,District of Columbia,28
2014,Florida,100876
2014,Georgia,50459
2014,Guam,158
2014,Hawaii,1222
2014,Idaho,11822
2014,Illinois,115903
2014,Indiana,51976
2014,Iowa,13167
2014,Kansas,17798
2014,Kentucky,259837
2014,Louisiana,28120
2014,Maine,7101
2014,Mariana Islands,1
2014,Maryland,18999
2014,Massachusetts,16662
2014,Michigan,35449
2014,Minnesota,40503
2014,Mississippi,21805
2014,Missouri,48674
2014,Montana,10352
2014,Nebraska,6384
2014,Nevada,11879
2014,New Hampshire,10204
2014,New Jersey,7762
2014,New Mexico,13859
2014,New York,27317
2014,North Carolina,224667
2014,North Dakota,6472
2014,Ohio,59527
2014,Oklahoma,33901
2014,Oregon,23197
2014,Pennsylvania,76916
2014,Puerto Rico,1386
2014,Rhode Island,1897
2014,South Carolina,28440
2014,South Dakota,7897
2014,Tennessee,55684
2014,Texas,147793
2014,Utah,21548
2014,Vermont,3132
2014,Virgin Islands,108
2014,Virginia,42073
2014,Washington,44399
2014,West Virginia,23569
2014,Wisconsin,31698
2014,Wyoming,5677
2014,Alabama,52138
2014,Alaska,4951
2014,Arizona,24458
2014,Arkansas,17158
2014,California,100054
2014,Colorado,33328
2014,Connecticut,28542
2014,Delaware,2486
2014,District of Columbia,52
2014,Florida,82342
2014,Georgia,36627
2014,Guam,173
2014,Hawaii,1337
2014,Idaho,8532
2014,Illinois,121288
2014,Indiana,38520
2014,Iowa,13003
2014,Kansas,14248
2014,Kentucky,258471
2014,Louisiana,22584
2014,Maine,5673
2014,Mariana Islands,0
2014,Maryland,21715
2014,Massachusetts,17908
2014,Michigan,29623
2014,Minnesota,34528
2014,Mississippi,14902
2014,Missouri,36903
2014,Montana,8273
2014,Nebraska,6115
2014,Nevada,9387
2014,New Hampshire,9884
2014,New Jersey,7954
2014,New Mexico,10183
2014,New York,25551
2014,North Carolina,41804
2014,North Dakota,5594
2014,Ohio,40864
2014,Oklahoma,26608
2014,Oregon,19504
2014,Pennsylvania,69963
2014,Puerto Rico,1400
2014,Rhode Island,1646
2014,South Carolina,22356
2014,South Dakota,6101
2014,Tennessee,45597
2014,Texas,130524
2014,Utah,21908
2014,Vermont,2138
2014,Virgin Islands,131
2014,Virginia,31647
2014,Washington,40612
2014,West Virginia,15350
2014,Wisconsin,23568
2014,Wyoming,4359
2013,Alabama,77374
2013,Alaska,7951
2013,Arizona,32374
2013,Arkansas,25583
2013,California,138522
2013,Colorado,43268
2013,Connecticut,21633
2013,Delaware,3752
2013,District of Columbia,35
2013,Florida,102760
2013,Georgia,55863
2013,Guam,141
2013,Hawaii,1401
2013,Idaho,13971
2013,Illinois,91077
2013,Indiana,53359
2013,Iowa,12638
2013,Kansas,21426
2013,Kentucky,231210
2013,Louisiana,42824
2013,Maine,7812
2013,Mariana Islands,2
2013,Maryland,21256
2013,Massachusetts,16407
2013,Michigan,37647
2013,Minnesota,38679
2013,Mississippi,29367
2013,Missouri,51223
2013,Montana,11763
2013,Nebraska,8665
2013,Nevada,12897
2013,New Hampshire,10993
2013,New Jersey,9118
2013,New Mexico,14896
2013,New York,32657
2013,North Carolina,59061
2013,North Dakota,6949
2013,Ohio,67301
2013,Oklahoma,39176
2013,Oregon,26573
2013,Pennsylvania,87441
2013,Puerto Rico,1305
2013,Rhode Island,1969
2013,South Carolina,31309
2013,South Dakota,9118
2013,Tennessee,64784
2013,Texas,166074
2013,Utah,24978
2013,Vermont,2873
2013,Virgin Islands,94
2013,Virginia,51344
2013,Washington,46998
2013,West Virginia,26265
2013,Wisconsin,31714
2013,Wyoming,6885
2013,Alabama,59213
2013,Alaska,6868
2013,Arizona,26839
2013,Arkansas,24393
2013,California,109140
2013,Colorado,37908
2013,Connecticut,22530
2013,Delaware,3354
2013,District of Columbia,35
2013,Florida,86342
2013,Georgia,43059
2013,Guam,103
2013,Hawaii,1103
2013,Idaho,10703
2013,Illinois,90868
2013,Indiana,51526
2013,Iowa,12076
2013,Kansas,18670
2013,Kentucky,208696
2013,Louisiana,33765
2013,Maine,8004
2013,Mariana Islands,5
2013,Maryland,18413
2013,Massachusetts,18506
2013,Michigan,39996
2013,Minnesota,38292
2013,Mississippi,25301
2013,Missouri,47444
2013,Montana,10548
2013,Nebraska,6868
2013,Nevada,10503
2013,New Hampshire,10397
2013,New Jersey,10031
2013,New Mexico,12642
2013,New York,32643
2013,North Carolina,50272
2013,North Dakota,7692
2013,Ohio,61911
2013,Oklahoma,35876
2013,Oregon,22895
2013,Pennsylvania,88985
2013,Puerto Rico,1488
2013,Rhode Island,1925
2013,South Carolina,25922
2013,South Dakota,8416
2013,Tennessee,53278
2013,Texas,133911
2013,Utah,21492
2013,Vermont,3007
2013,Virgin Islands,86
2013,Virginia,44918
2013,Washington,40784
2013,West Virginia,24919
2013,Wisconsin,35704
2013,Wyoming,5494
2013,Alabama,51520
2013,Alaska,8322
2013,Arizona,24148
2013,Arkansas,19661
2013,California,114595
2013,Colorado,34371
2013,Connecticut,20189
2013,Delaware,2989
2013,District of Columbia,37
2013,Florida,79284
2013,Georgia,38032
2013,Guam,127
2013,Hawaii,1325
2013,Idaho,10694
2013,Illinois,101416
2013,Indiana,43650
2013,Iowa,11717
2013,Kansas,15038
2013,Kentucky,204305
2013,Louisiana,28194
2013,Maine,9707
2013,Mariana Islands,2
2013,Maryland,20526
2013,Massachusetts,19891
2013,Michigan,40320
2013,Minnesota,43178
2013,Mississippi,18028
2013,Missouri,42480
2013,Montana,12038
2013,Nebraska,6517
2013,Nevada,9800
2013,New Hampshire,11318
2013,New Jersey,9341
2013,New Mexico,12018
2013,New York,30402
2013,North Carolina,40850
2013,North Dakota,8511
2013,Ohio,48416
2013,Oklahoma,27268
2013,Oregon,19484
2013,Pennsylvania,79205
2013,Puerto Rico,1491
2013,Rhode Island,1862
2013,South Carolina,21704
2013,South Dakota,8534
2013,Tennessee,42522
2013,Texas,124834
2013,Utah,17812
2013,Vermont,2951
2013,Virgin Islands,96
2013,Virginia,36623
2013,Washington,41311
2013,West Virginia,19865
2013,Wisconsin,35951
2013,Wyoming,4629
2013,Alabama,46263
2013,Alaska,6047
2013,Arizona,22904
2013,Arkansas,16195
2013,California,104067
2013,Colorado,31620
2013,Connecticut,21666
2013,Delaware,2515
2013,District of Columbia,36
2013,Florida,73216
2013,Georgia,32309
2013,Guam,98
2013,Hawaii,1196
2013,Idaho,10165
2013,Illinois,67839
2013,Indiana,40129
2013,Iowa,10873
2013,Kansas,13318
2013,Kentucky,54426
2013,Louisiana,29508
2013,Maine,8102
2013,Mariana Islands,1
2013,Maryland,49644
2013,Massachusetts,18583
2013,Michigan,36135
2013,Minnesota,40431
2013,Mississippi,14804
2013,Missouri,35901
2013,Montana,10194
2013,Nebraska,5387
2013,Nevada,8704
2013,New Hampshire,10164
2013,New Jersey,8091
2013,New Mexico,10018
2013,New York,27247
2013,North Carolina,34609
2013,North Dakota,6707
2013,Ohio,42579
2013,Oklahoma,23496
2013,Oregon,19746
2013,Pennsylvania,70015
2013,Puerto Rico,1469
2013,Rhode Island,1622
2013,South Carolina,20573
2013,South Dakota,6812
2013,Tennessee,40207
2013,Texas,111067
2013,Utah,19074
2013,Vermont,2742
2013,Virgin Islands,94
2013,Virginia,33507
2013,Washington,36213
2013,West Virginia,17038
2013,Wisconsin,32039
2013,Wyoming,5018
2013,Alabama,49978
2013,Alaska,7545
2013,Arizona,29065
2013,Arkansas,22401
2013,California,111132
2013,Colorado,35642
2013,Connecticut,23489
2013,Delaware,2526
2013,District of Columbia,35
2013,Florida,81138
2013,Georgia,34288
2013,Guam,122
2013,Hawaii,1283
2013,Idaho,9967
2013,Illinois,85074
2013,Indiana,49336
2013,Iowa,8566
2013,Kansas,14753
2013,Kentucky,27296
2013,Louisiana,25224
2013,Maine,6806
2013,Mariana Islands,0
2013,Maryland,14929
2013,Massachusetts,21380
2013,Michigan,34265
2013,Minnesota,35738
2013,Mississippi,16821
2013,Missouri,38352
2013,Montana,10683
2013,Nebraska,5411
2013,Nevada,9540
2013,New Hampshire,9645
2013,New Jersey,9865
2013,New Mexico,10939
2013,New York,23867
2013,North Carolina,36326
2013,North Dakota,5641
2013,Ohio,41954
2013,Oklahoma,26282
2013,Oregon,18504
2013,Pennsylvania,70687
2013,Puerto Rico,1540
2013,Rhode Island,1642
2013,South Carolina,25637
2013,South Dakota,5998
2013,Tennessee,39133
2013,Texas,115380
2013,Utah,30966
2013,Vermont,2306
2013,Virgin Islands,107
2013,Virginia,33074
2013,Washington,37388
2013,West Virginia,16506
2013,Wisconsin,27420
2013,Wyoming,4876
2013,Alabama,33290
2013,Alaska,5889
2013,Arizona,25712
2013,Arkansas,22815
2013,California,100114
2013,Colorado,42207
2013,Connecticut,22598
2013,Delaware,2282
2013,District of Columbia,32
2013,Florida,78121
2013,Georgia,31011
2013,Guam,113
2013,Hawaii,1260
2013,Idaho,8460
2013,Illinois,82699
2013,Indiana,51081
2013,Iowa,6772
2013,Kansas,14721
2013,Kentucky,29719
2013,Louisiana,19777
2013,Maine,5492
2013,Mariana Islands,0
2013,Maryland,12248
2013,Massachusetts,20775
2013,Michigan,29608
2013,Minnesota,30700
2013,Mississippi,12768
2013,Missouri,32926
2013,Montana,8719
2013,Nebraska,4323
2013,Nevada,8915
2013,New Hampshire,8707
2013,New Jersey,9963
2013,New Mexico,10135
2013,New York,20065
2013,North Carolina,33798
2013,North Dakota,5143
2013,Ohio,39440
2013,Oklahoma,22622
2013,Oregon,15846
2013,Pennsylvania,60876
2013,Puerto Rico,1351
2013,Rhode Island,1561
2013,South Carolina,23572
2013,South Dakota,4719
2013,Tennessee,34531
2013,Texas,100819
2013,Utah,28963
2013,Vermont,1915
2013,Virgin Islands,77
2013,Virginia,28960
2013,Washington,33115
2013,West Virginia,13839
2013,Wisconsin,22108
2013,Wyoming,4299
2013,Alabama,27990
2013,Alaska,6077
2013,Arizona,25994
2013,Arkansas,17280
2013,California,109153
2013,Colorado,40488
2013,Connecticut,22597
2013,Delaware,2447
2013,District of Columbia,26
2013,Florida,76142
2013,Georgia,28248
2013,Guam,95
2013,Hawaii,1146
2013,Idaho,8717
2013,Illinois,105012
2013,Indiana,39636
2013,Iowa,8336
2013,Kansas,13084
2013,Kentucky,29195
2013,Louisiana,18953
2013,Maine,5620
2013,Mariana Islands,0
2013,Maryland,12702
2013,Massachusetts,18481
2013,Michigan,29521
2013,Minnesota,29559
2013,Mississippi,11605
2013,Missouri,32677
2013,Montana,8571
2013,Nebraska,4503
2013,Nevada,9962
2013,New Hampshire,8975
2013,New Jersey,12104
2013,New Mexico,9948
2013,New York,21003
2013,North Carolina,32934
2013,North Dakota,5016
2013,Ohio,39150
2013,Oklahoma,21661
2013,Oregon,17274
2013,Pennsylvania,61992
2013,Puerto Rico,1606
2013,Rhode Island,1697
2013,South Carolina,21463
2013,South Dakota,4820
2013,Tennessee,36424
2013,Texas,97420
2013,Utah,27453
2013,Vermont,1957
2013,Virgin Islands,94
2013,Virginia,29376
2013,Washington,35567
2013,West Virginia,13796
2013,Wisconsin,20416
2013,Wyoming,4854
2013,Alabama,32005
2013,Alaska,7529
2013,Arizona,27145
2013,Arkansas,18509
2013,California,112464
2013,Colorado,39181
2013,Connecticut,22706
2013,Delaware,2992
2013,District of Columbia,40
2013,Florida,90077
2013,Georgia,32984
2013,Guam,134
2013,Hawaii,1322
2013,Idaho,10133
2013,Illinois,109338
2013,Indiana,39560
2013,Iowa,9708
2013,Kansas,19099
2013,Kentucky,25271
2013,Louisiana,21920
2013,Maine,6442
2013,Mariana Islands,0
2013,Maryland,14340
2013,Massachusetts,20226
2013,Michigan,34050
2013,Minnesota,40424
2013,Mississippi,13418
2013,Missouri,39002
2013,Montana,9873
2013,Nebraska,5806
2013,Nevada,11297
2013,New Hampshire,11780
2013,New Jersey,12656
2013,New Mexico,11936
2013,New York,23167
2013,North Carolina,38695
2013,North Dakota,6284
2013,Ohio,42751
2013,Oklahoma,24269
2013,Oregon,18777
2013,Pennsylvania,70882
2013,Puerto Rico,1555
2013,Rhode Island,2109
2013,South Carolina,23713
2013,South Dakota,5772
2013,Tennessee,42521
2013,Texas,111668
2013,Utah,34615
2013,Vermont,2228
2013,Virgin Islands,75
2013,Virginia,31108
2013,Washington,40430
2013,West Virginia,15908
2013,Wisconsin,28975
2013,Wyoming,5581
2013,Alabama,33215
2013,Alaska,8758
2013,Arizona,32444
2013,Arkansas,22062
2013,California,110149
2013,Colorado,43675
2013,Connecticut,29703
2013,Delaware,3665
2013,District of Columbia,48
2013,Florida,102757
2013,Georgia,39865
2013,Guam,89
2013,Hawaii,1753
2013,Idaho,13075
2013,Illinois,132255
2013,Indiana,51393
2013,Iowa,15734
2013,Kansas,21146
2013,Kentucky,39190
2013,Louisiana,24525
2013,Maine,8888
2013,Mariana Islands,0
2013,Maryland,15618
2013,Massachusetts,22616
2013,Michigan,49219
2013,Minnesota,52210
2013,Mississippi,15363
2013,Missouri,47963
2013,Montana,11764
2013,Nebraska,8310
2013,Nevada,14225
2013,New Hampshire,14365
2013,New Jersey,8977
2013,New Mexico,12995
2013,New York,30999
2013,North Carolina,46729
2013,North Dakota,7678
2013,Ohio,57639
2013,Oklahoma,30530
2013,Oregon,23657
2013,Pennsylvania,90995
2013,Puerto Rico,1315
2013,Rhode Island,2775
2013,South Carolina,27599
2013,South Dakota,7058
2013,Tennessee,45767
2013,Texas,131815
2013,Utah,30717
2013,Vermont,3608
2013,Virgin Islands,108
2013,Virginia,39271
2013,Washington,49100
2013,West Virginia,18761
2013,Wisconsin,42236
2013,Wyoming,6084
2013,Alabama,45144
2013,Alaska,9047
2013,Arizona,36946
2013,Arkansas,28004
2013,California,117106
2013,Colorado,58007
2013,Connecticut,31213
2013,Delaware,4250
2013,District of Columbia,52
2013,Florida,86541
2013,Georgia,53457
2013,Guam,82
2013,Hawaii,1564
2013,Idaho,15954
2013,Illinois,137812
2013,Indiana,57961
2013,Iowa,19176
2013,Kansas,22741
2013,Kentucky,243253
2013,Louisiana,30893
2013,Maine,10320
2013,Mariana Islands,0
2013,Maryland,16873
2013,Massachusetts,25220
2013,Michigan,57686
2013,Minnesota,57031
2013,Mississippi,21207
2013,Missouri,62321
2013,Montana,13783
2013,Nebraska,11052
2013,Nevada,15623
2013,New Hampshire,15881
