year,state,totals
2016,Florida,134638
2016,Georgia,58723
2016,Guam,176
2016,Hawaii,1347
2016,Idaho,13965
2016,Illinois,161604
2016,Indiana,92535
2016,Iowa,18540
2016,Kansas,22646
2016,Kentucky,330444
2016,Louisiana,39979
2016,Maine,10506
2016,Mariana Islands,4
2016,Maryland,17647
2016,Massachusetts,21581
2016,Michigan,56137
2016,Minnesota,62666
2016,Mississippi,29113
2016,Missouri,57501
2016,Montana,12074
2016,Nebraska,9086
2016,Nevada,14476
2016,New Hampshire,15256
2016,New Jersey,11317
2016,New Mexico,15116
2016,New York,43009
2016,North Carolina,59658
2016,North Dakota,6494
2016,Ohio,88928
2016,Oklahoma,40123
2016,Oregon,33555
2016,Pennsylvania,118378
2016,Puerto Rico,1590
2016,Rhode Island,2658
2016,South Carolina,39711
2016,South Dakota,11622
2016,Tennessee,74722
2016,Texas,157519
2016,Utah,26928
2016,Vermont,3503
2016,Virgin Islands,76
2016,Virginia,58362
2016,Washington,56963
2016,West Virginia,25378
2016,Wisconsin,65277
2016,Wyoming,5814
2016,Alabama,43251
2016,Alaska,9383
2016,Arizona,34134
2016,Arkansas,22709
2016,California,180968
2016,Colorado,45337
2016,Connecticut,16048
2016,Delaware,5757
2016,District of Columbia,61
2016,Florida,111657
2016,Georgia,48308
2016,Guam,220
2016,Hawaii,1277
2016,Idaho,14160
2016,Illinois,169348
2016,Indiana,72085
2016,Iowa,14908
2016,Kansas,17656
2016,Kentucky,378973
2016,Louisiana,32820
2016,Maine,12954
2016,Mariana Islands,1
2016,Maryland,14405
2016,Massachusetts,19500
2016,Michigan,49099
2016,Minnesota,70854
2016,Mississippi,21433
2016,Missouri,50651
2016,Montana,13411
2016,Nebraska,7834
2016,Nevada,12026
2016,New Hampshire,15045
2016,New Jersey,10175
2016,New Mexico,13089
2016,New York,37907
2016,North Carolina,49372
2016,North Dakota,7283
2016,Ohio,71864
2016,Oklahoma,28578
2016,Oregon,28948
2016,Pennsylvania,103095
2016,Puerto Rico,1429
2016,Rhode Island,2448
2016,South Carolina,31780
2016,South Dakota,12670
2016,Tennessee,56652
2016,Texas,144467
2016,Utah,23339
2016,Vermont,3769
2016,Virgin Islands,66
2016,Virginia,46862
2016,Washington,57746
2016,West Virginia,20035
2016,Wisconsin,63442
2016,Wyoming,5228
2016,Alabama,41336
2016,Alaska,6867
2016,Arizona,33390
2016,Arkansas,18826
2016,California,159077
2016,Colorado,40013
2016,Connecticut,14955
2016,Delaware,4160
2016,District of Columbia,52
2016,Florida,102843
2016,Georgia,41621
2016,Guam,189
2016,Hawaii,1247
2016,Idaho,12611
2016,Illinois,127535
2016,Indiana,63820
2016,Iowa,12094
2016,Kansas,14051
2016,Kentucky,298753
2016,Louisiana,33656
2016,Maine,10550
2016,Mariana Islands,1
2016,Maryland,12161
2016,Massachusetts,17481
2016,Michigan,41363
2016,Minnesota,58507
2016,Mississippi,19705
2016,Missouri,41437
2016,Montana,11479
2016,Nebraska,6099
2016,Nevada,10434
2016,New Hampshire,13329
2016,New Jersey,9309
2016,New Mexico,11867
2016,New York,33599
2016,North Carolina,46452
2016,North Dakota,5883
2016,Ohio,58828
2016,Oklahoma,25309
2016,Oregon,26487
2016,Pennsylvania,86424
2016,Puerto Rico,1383
2016,Rhode Island,2052
2016,South Carolina,28988
2016,South Dakota,9284
2016,Tennessee,48546
2016,Texas,126694
2016,Utah,19914
2016,Vermont,3130
2016,Virgin Islands,75
2016,Virginia,38779
2016,Washington,48147
2016,West Virginia,18079
2016,Wisconsin,59639
2016,Wyoming,5086
2016,Alabama,42455
2016,Alaska,7194
2016,Arizona,33422
2016,Arkansas,21692
2016,California,176770
2016,Colorado,40996
2016,Connecticut,27353
2016,Delaware,4169
2016,District of Columbia,62
2016,Florida,114446
2016,Georgia,44370
2016,Guam,170
2016,Hawaii,1305
2016,Idaho,11635
2016,Illinois,185912
2016,Indiana,79202
2016,Iowa,12518
2016,Kansas,13770
2016,Kentucky,29746
2016,Louisiana,30716
2016,Maine,8204
2016,Mariana Islands,3
2016,Maryland,12510
2016,Massachusetts,18138
2016,Michigan,41493
2016,Minnesota,51700
2016,Mississippi,26351
2016,Missouri,44182
2016,Montana,10672
2016,Nebraska,6405
2016,Nevada,10520
2016,New Hampshire,12039
2016,New Jersey,9728
2016,New Mexico,12341
2016,New York,30808
2016,North Carolina,46518
2016,North Dakota,5461
2016,Ohio,62418
2016,Oklahoma,25927
2016,Oregon,22911
2016,Pennsylvania,86652
2016,Puerto Rico,1370
2016,Rhode Island,2090
2016,South Carolina,31389
2016,South Dakota,7873
2016,Tennessee,60971
2016,Texas,124608
2016,Utah,21178
2016,Vermont,2724
2016,Virgin Islands,90
2016,Virginia,38667
2016,Washington,46645
2016,West Virginia,17315
2016,Wisconsin,53689
2016,Wyoming,5295
2016,Alabama,48927
2016,Alaska,6793
2016,Arizona,34496
2016,Arkansas,19378
2016,California,190218
2016,Colorado,43094
2016,Connecticut,29755
2016,Delaware,4494
2016,District of Columbia,60
2016,Florida,125208
2016,Georgia,49183
2016,Guam,173
2016,Hawaii,1565
2016,Idaho,12154
2016,Illinois,168227
2016,Indiana,88340
2016,Iowa,11937
2016,Kansas,14140
2016,Kentucky,363085
2016,Louisiana,41063
2016,Maine,7702
2016,Mariana Islands,1
2016,Maryland,12228
2016,Massachusetts,20480
2016,Michigan,40142
2016,Minnesota,43368
2016,Mississippi,21907
2016,Missouri,46637
2016,Montana,9869
2016,Nebraska,5429
2016,Nevada,11785
2016,New Hampshire,13068
2016,New Jersey,10074
2016,New Mexico,12219
2016,New York,29513
2016,North Carolina,44123
2016,North Dakota,5470
2016,Ohio,63148
2016,Oklahoma,25946
2016,Oregon,24813
2016,Pennsylvania,86137
2016,Puerto Rico,1331
2016,Rhode Island,2368
2016,South Carolina,32730
2016,South Dakota,7406
2016,Tennessee,57653
2016,Texas,127207
2016,Utah,17608
2016,Vermont,2674
2016,Virgin Islands,105
2016,Virginia,43574
2016,Washington,47887
2016,West Virginia,16791
2016,Wisconsin,38922
2016,Wyoming,4585
2016,Alabama,44976
2016,Alaska,7406
2016,Arizona,32540
2016,Arkansas,18779
2016,California,173846
2016,Colorado,41134
2016,Connecticut,33475
2016,Delaware,4987
2016,District of Columbia,72
2016,Florida,125567
2016,Georgia,42626
2016,Guam,164
2016,Hawaii,1754
2016,Idaho,12947
2016,Illinois,164500
2016,Indiana,94326
2016,Iowa,12209
2016,Kansas,12364
2016,Kentucky,360293
2016,Louisiana,26278
2016,Maine,7858
2016,Mariana Islands,1
2016,Maryland,11647
2016,Massachusetts,17743
2016,Michigan,39580
2016,Minnesota,47916
2016,Mississippi,17507
2016,Missouri,45384
2016,Montana,10610
2016,Nebraska,5777
2016,Nevada,11771
2016,New Hampshire,12661
2016,New Jersey,10806
2016,New Mexico,12560
2016,New York,28472
2016,North Carolina,44535
2016,North Dakota,6568
2016,Ohio,60366
2016,Oklahoma,26167
2016,Oregon,25502
2016,Pennsylvania,80806
2016,Puerto Rico,1298
2016,Rhode Island,2302
2016,South Carolina,30209
2016,South Dakota,7519
2016,Tennessee,56218
2016,Texas,120263
2016,Utah,28189
2016,Vermont,2688
2016,Virgin Islands,106
2016,Virginia,37593
2016,Washington,50487
2016,West Virginia,16423
2016,Wisconsin,30747
2016,Wyoming,4812
2016,Alabama,36157
2016,Alaska,5991
2016,Arizona,28671
2016,Arkansas,16422
2016,California,166035
2016,Colorado,36512
2016,Connecticut,29247
2016,Delaware,4355
2016,District of Columbia,110
2016,Florida,94732
2016,Georgia,33740
2016,Guam,194
2016,Hawaii,1316
2016,Idaho,8658
2016,Illinois,119574
2016,Indiana,119897
2016,Iowa,12578
2016,Kansas,10559
2016,Kentucky,321666
2016,Louisiana,20462
2016,Maine,6572
2016,Mariana Islands,1
2016,Maryland,11176
2016,Massachusetts,15449
2016,Michigan,37823
2016,Minnesota,42135
2016,Mississippi,15159
2016,Missouri,40752
2016,Montana,9551
2016,Nebraska,4956
2016,Nevada,10105
2016,New Hampshire,10869
2016,New Jersey,9770
2016,New Mexico,10847
2016,New York,26336
2016,North Carolina,38727
2016,North Dakota,4620
2016,Ohio,58406
2016,Oklahoma,21379
2016,Oregon,21266
2016,Pennsylvania,70244
2016,Puerto Rico,1202
2016,Rhode Island,1648
2016,South Carolina,24923
2016,South Dakota,6403
2016,Tennessee,44044
2016,Texas,104134
2016,Utah,24045
2016,Vermont,2247
2016,Virgin Islands,112
2016,Virginia,30787
2016,Washington,41282
2016,West Virginia,14918
2016,Wisconsin,27431
2016,Wyoming,4504
2016,Alabama,41239
2016,Alaska,6867
2016,Arizona,32005
2016,Arkansas,19048
2016,California,171256
2016,Colorado,41636
2016,Connecticut,32657
2016,Delaware,4316
2016,District of Columbia,69
2016,Florida,104114
2016,Georgia,41265
2016,Guam,160
2016,Hawaii,1453
2016,Idaho,10638
2016,Illinois,154306
2016,Indiana,126579
2016,Iowa,15435
2016,Kansas,13227
2016,Kentucky,306214
2016,Louisiana,23719
2016,Maine,8567
2016,Mariana Islands,0
2016,Maryland,13007
2016,Massachusetts,17505
2016,Michigan,48163
2016,Minnesota,57100
2016,Mississippi,17182
2016,Missouri,49098
2016,Montana,10728
2016,Nebraska,6280
2016,Nevada,11803
2016,New Hampshire,12630
2016,New Jersey,10465
2016,New Mexico,12421
2016,New York,31789
2016,North Carolina,43592
2016,North Dakota,6039
2016,Ohio,71881
2016,Oklahoma,26489
2016,Oregon,23132
2016,Pennsylvania,88140
2016,Puerto Rico,1185
2016,Rhode Island,2125
2016,South Carolina,30929
2016,South Dakota,8275
2016,Tennessee,57837
2016,Texas,126292
2016,Utah,30706
2016,Vermont,3220
2016,Virgin Islands,85
2016,Virginia,36219
2016,Washington,65565
2016,West Virginia,17825
2016,Wisconsin,38403
2016,Wyoming,5029
2016,Alabama,55486
2016,Alaska,6982
2016,Arizona,35795
2016,Arkansas,24390
2016,California,201041
2016,Colorado,46430
2016,Connecticut,35332
2016,Delaware,4986
2016,District of Columbia,85
2016,Florida,119207
2016,Georgia,55396
2016,Guam,188
2016,Hawaii,1469
2016,Idaho,13824
2016,Illinois,175762
2016,Indiana,151821
2016,Iowa,23526
2016,Kansas,16593
2016,Kentucky,321318
2016,Louisiana,26552
2016,Maine,9429
2016,Mariana Islands,1
2016,Maryland,14546
2016,Massachusetts,20450
2016,Michigan,59827
2016,Minnesota,56311
2016,Mississippi,21727
2016,Missouri,64449
2016,Montana,11967
2016,Nebraska,8315
2016,Nevada,13550
2016,New Hampshire,14498
2016,New Jersey,11138
2016,New Mexico,13999
2016,New York,34781
2016,North Carolina,53581
2016,North Dakota,6281
2016,Ohio,85267
2016,Oklahoma,29112
2016,Oregon,27093
2016,Pennsylvania,105145
2016,Puerto Rico,1188
2016,Rhode Island,2516
2016,South Carolina,38503
2016,South Dakota,9178
2016,Tennessee,51955
2016,Texas,152465
2016,Utah,30548
2016,Vermont,3861
2016,Virgin Islands,90
2016,Virginia,42741
2016,Washington,126000
2016,West Virginia,22143
2016,Wisconsin,44925
2016,Wyoming,5302
2016,Alabama,77411
2016,Alaska,6779
2016,Arizona,35307
2016,Arkansas,27506
2016,California,214844
2016,Colorado,47302
2016,Connecticut,32110
2016,Delaware,5173
2016,District of Columbia,95
2016,Florida,132010
2016,Georgia,66777
2016,Guam,141
2016,Hawaii,1424
2016,Idaho,15520
2016,Illinois,169908
2016,Indiana,221556
2016,Iowa,23728
2016,Kansas,19817
2016,Kentucky,266913
2016,Louisiana,32939
2016,Maine,9868
2016,Mariana Islands,1
2016,Maryland,14735
2016,Massachusetts,17835
2016,Michigan,61421
2016,Minnesota,50144
2016,Mississippi,28656
2016,Missouri,67682
2016,Montana,12644
2016,Nebraska,8576
2016,Nevada,14342
2016,New Hampshire,14577
2016,New Jersey,9811
2016,New Mexico,16662
2016,New York,34195
2016,North Carolina,58096
2016,North Dakota,5799
2016,Ohio,90222
2016,Oklahoma,37589
2016,Oregon,28869
2016,Pennsylvania,104116
2016,Puerto Rico,1088
2016,Rhode Island,2392
2016,South Carolina,39376
2016,South Dakota,10732
2016,Tennessee,68503
2016,Texas,192417
2016,Utah,22999
2016,Vermont,4173
2016,Virgin Islands,115
2016,Virginia,47955
2016,Washington,56043
2016,West Virginia,27216
2016,Wisconsin,42855
2016,Wyoming,5703
2016,Alabama,73218
2016,Alaska,6085
2016,Arizona,31910
2016,Arkansas,20437
2016,California,220912
2016,Colorado,48214
2016,Connecticut,31712
2016,Delaware,4886
2016,District of Columbia,82
2016,Florida,125935
2016,Georgia,62707
2016,Guam,176
2016,Hawaii,1383
2016,Idaho,13197
2016,Illinois,189400
2016,Indiana,230892
2016,Iowa,26714
2016,Kansas,19443
2016,Kentucky,302383
2016,Louisiana,32192
2016,Maine,8844
2016,Mariana Islands,3
2016,Maryland,13321
2016,Massachusetts,20208
2016,Michigan,56723
2016,Minnesota,50842
2016,Mississippi,21330
2016,Missouri,61257
2016,Montana,10722
2016,Nebraska,11116
2016,Nevada,12291
2016,New Hampshire,16887
2016,New Jersey,8683
2016,New Mexico,12577
2016,New York,34071
2016,North Carolina,51646
2016,North Dakota,5877
2016,Ohio,76218
2016,Oklahoma,34889
2016,Oregon,26378
2016,Pennsylvania,102170
2016,Puerto Rico,1133
2016,Rhode Island,2617
2016,South Carolina,31396
2016,South Dakota,10220
2016,Tennessee,62789
2016,Texas,164088
2016,Utah,19968
2016,Vermont,3451
2016,Virgin Islands,100
2016,Virginia,44181
2016,Washington,58050
2016,West Virginia,18985
2016,Wisconsin,39561
2016,Wyoming,5676
2015,Alabama,120914
2015,Alaska,11055
2015,Arizona,47759
2015,Arkansas,36886
2015,California,252946
2015,Colorado,64547
2015,Connecticut,36673
2015,Delaware,7670
2015,District of Columbia,95
2015,Florida,168935
2015,Georgia,96508
2015,Guam,218
2015,Hawaii,1644
2015,Idaho,18544
2015,Illinois,182255
2015,Indiana,214035
2015,Iowa,25941
2015,Kansas,28091
2015,Kentucky,308824
2015,Louisiana,59760
2015,Maine,14076
2015,Mariana Islands,1
2015,Maryland,17832
2015,Massachusetts,22723
2015,Michigan,76882
2015,Minnesota,64181
2015,Mississippi,44727
2015,Missouri,89366
2015,Montana,16667
2015,Nebraska,14768
2015,Nevada,18649
2015,New Hampshire,20626
2015,New Jersey,11018
2015,New Mexico,19335
2015,New York,48515
2015,North Carolina,76441
2015,North Dakota,8304
2015,Ohio,119897
2015,Oklahoma,56119
2015,Oregon,41065
2015,Pennsylvania,153826
2015,Puerto Rico,1335
2015,Rhode Island,3363
2015,South Carolina,48614
2015,South Dakota,14660
2015,Tennessee,100586
2015,Texas,241791
2015,Utah,31645
2015,Vermont,4731
2015,Virgin Islands,115
2015,Virginia,72526
2015,Washington,73158
2015,West Virginia,36037
2015,Wisconsin,52450
2015,Wyoming,8870
2015,Alabama,71137
2015,Alaska,7095
2015,Arizona,27087
2015,Arkansas,25048
2015,California,180116
2015,Colorado,42271
2015,Connecticut,26438
2015,Delaware,5040
2015,District of Columbia,64
2015,Florida,103532
2015,Georgia,50795
2015,Guam,171
2015,Hawaii,1252
2015,Idaho,11925
2015,Illinois,129861
2015,Indiana,130333
2015,Iowa,13794
2015,Kansas,18433
2015,Kentucky,295891
2015,Louisiana,37752
2015,Maine,9297
2015,Mariana Islands,0
2015,Maryland,13463
2015,Massachusetts,15885
2015,Michigan,50278
2015,Minnesota,44023
2015,Mississippi,27504
2015,Missouri,55031
2015,Montana,10415
2015,Nebraska,8299
2015,Nevada,10632
2015,New Hampshire,12850
2015,New Jersey,8313
2015,New Mexico,12721
2015,New York,36421
2015,North Carolina,49217
2015,North Dakota,6288
2015,Ohio,81616
2015,Oklahoma,35457
2015,Oregon,25453
2015,Pennsylvania,103836
2015,Puerto Rico,1242
2015,Rhode Island,2101
2015,South Carolina,32064
2015,South Dakota,9727
2015,Tennessee,63670
2015,Texas,146982
2015,Utah,21772
2015,Vermont,3136
2015,Virgin Islands,109
2015,Virginia,48010
2015,Washington,43989
2015,West Virginia,25063
2015,Wisconsin,38541
2015,Wyoming,5017
2015,Alabama,61156
2015,Alaska,9941
2015,Arizona,26501
2015,Arkansas,23409
2015,California,163211
2015,Colorado,37785
2015,Connecticut,23918
2015,Delaware,4052
2015,District of Columbia,76
2015,Florida,94518
2015,Georgia,45420
2015,Guam,213
2015,Hawaii,1380
2015,Idaho,11986
2015,Illinois,95886
2015,Indiana,100220
2015,Iowa,10725
2015,Kansas,14469
2015,Kentucky,276162
2015,Louisiana,33300
2015,Maine,11245
2015,Mariana Islands,1
2015,Maryland,11832
2015,Massachusetts,13947
2015,Michigan,43822
2015,Minnesota,50060
2015,Mississippi,20862
2015,Missouri,49890
2015,Montana,12988
2015,Nebraska,6880
2015,Nevada,9456
2015,New Hampshire,11664
2015,New Jersey,7315
2015,New Mexico,12381
2015,New York,33282
2015,North Carolina,46020
2015,North Dakota,7547
2015,Ohio,62456
2015,Oklahoma,28582
2015,Oregon,25405
2015,Pennsylvania,82552
2015,Puerto Rico,1288
2015,Rhode Island,1944
2015,South Carolina,26030
2015,South Dakota,10920
2015,Tennessee,51134
2015,Texas,126327
2015,Utah,19046
2015,Vermont,3259
2015,Virgin Islands,100
2015,Virginia,38959
2015,Washington,45061
2015,West Virginia,21388
2015,Wisconsin,36111
2015,Wyoming,5166
2015,Alabama,56228
2015,Alaska,6195
2015,Arizona,25464
2015,Arkansas,21834
2015,California,125441
2015,Colorado,34229
2015,Connecticut,21775
2015,Delaware,3360
2015,District of Columbia,41
2015,Florida,85246
2015,Georgia,41685
2015,Guam,181
2015,Hawaii,1270
2015,Idaho,11078
2015,Illinois,94476
2015,Indiana,83928
2015,Iowa,9865
2015,Kansas,12731
2015,Kentucky,262693
2015,Louisiana,39053
2015,Maine,8648
2015,Mariana Islands,1
2015,Maryland,8912
2015,Massachusetts,12092
2015,Michigan,48331
2015,Minnesota,43688
2015,Mississippi,23398
2015,Missouri,40511
2015,Montana,11302
2015,Nebraska,5433
2015,Nevada,9821
2015,New Hampshire,10094
2015,New Jersey,6056
2015,New Mexico,11570
2015,New York,28204
2015,North Carolina,42348
2015,North Dakota,5619
2015,Ohio,53928
2015,Oklahoma,25154
2015,Oregon,21650
2015,Pennsylvania,70156
2015,Puerto Rico,1300
2015,Rhode Island,1566
2015,South Carolina,24395
2015,South Dakota,7949
2015,Tennessee,52313
2015,Texas,122503
2015,Utah,22343
2015,Vermont,2681
2015,Virgin Islands,134
2015,Virginia,34030
2015,Washington,40441
2015,West Virginia,17801
2015,Wisconsin,30630
2015,Wyoming,4968
2015,Alabama,62770
2015,Alaska,6976
2015,Arizona,25003
2015,Arkansas,21087
2015,California,125122
2015,Colorado,36156
2015,Connecticut,21514
2015,Delaware,3459
2015,District of Columbia,67
2015,Florida,87429
2015,Georgia,40519
2015,Guam,147
2015,Hawaii,1175
2015,Idaho,9792
2015,Illinois,94314
2015,Indiana,66212
2015,Iowa,8592
2015,Kansas,13366
2015,Kentucky,286463
2015,Louisiana,30880
2015,Maine,7283
2015,Mariana Islands,1
2015,Maryland,8606
2015,Massachusetts,12792
2015,Michigan,33600
2015,Minnesota,39036
2015,Mississippi,18376
2015,Missouri,40259
2015,Montana,10130
2015,Nebraska,5418
2015,Nevada,8818
2015,New Hampshire,10185
2015,New Jersey,6537
2015,New Mexico,11179
2015,New York,23978
2015,North Carolina,39565
2015,North Dakota,5148
2015,Ohio,51999
2015,Oklahoma,26376
2015,Oregon,19393
2015,Pennsylvania,69162
2015,Puerto Rico,1357
2015,Rhode Island,1477
2015,South Carolina,25047
2015,South Dakota,7369
2015,Tennessee,49128
2015,Texas,122233
2015,Utah,19717
2015,Vermont,2466
2015,Virgin Islands,100
2015,Virginia,32147
2015,Washington,36031
2015,West Virginia,16720
2015,Wisconsin,28396
2015,Wyoming,4839
2015,Alabama,56762
2015,Alaska,6029
2015,Arizona,23779
2015,Arkansas,17694
2015,California,140365
2015,Colorado,31280
2015,Connecticut,22195
2015,Delaware,3275
2015,District of Columbia,64
2015,Florida,83877
2015,Georgia,39608
2015,Guam,186
2015,Hawaii,1157
2015,Idaho,8675
2015,Illinois,95297
2015,Indiana,52154
2015,Iowa,8356
2015,Kansas,12248
2015,Kentucky,220018
2015,Louisiana,23822
2015,Maine,6549
2015,Mariana Islands,1
2015,Maryland,8595
2015,Massachusetts,11898
2015,Michigan,32153
2015,Minnesota,31732
2015,Mississippi,16575
2015,Missouri,37539
2015,Montana,8713
2015,Nebraska,4596
2015,Nevada,8829
2015,New Hampshire,9404
2015,New Jersey,6588
2015,New Mexico,10404
2015,New York,21821
2015,North Carolina,37651
2015,North Dakota,4593
2015,Ohio,49952
2015,Oklahoma,23594
2015,Oregon,18003
2015,Pennsylvania,65250
2015,Puerto Rico,1342
2015,Rhode Island,1461
2015,South Carolina,25017
2015,South Dakota,5914
2015,Tennessee,57873
2015,Texas,106013
2015,Utah,17259
2015,Vermont,2219
2015,Virgin Islands,159
2015,Virginia,32419
2015,Washington,34177
2015,West Virginia,15607
2015,Wisconsin,24350
2015,Wyoming,4371
2015,Alabama,45952
2015,Alaska,5830
2015,Arizona,22999
2015,Arkansas,15372
2015,California,112704
2015,Colorado,31777
2015,Connecticut,24605
2015,Delaware,3332
2015,District of Columbia,49
2015,Florida,79101
2015,Georgia,34674
2015,Guam,184
2015,Hawaii,1213
2015,Idaho,9373
2015,Illinois,80431
2015,Indiana,62755
2015,Iowa,7359
2015,Kansas,10463
2015,Kentucky,242027
2015,Louisiana,21042
2015,Maine,6151
2015,Mariana Islands,2
2015,Maryland,8826
2015,Massachusetts,11383
2015,Michigan,30723
2015,Minnesota,33553
2015,Mississippi,13111
2015,Missouri,37010
2015,Montana,8529
2015,Nebraska,4369
2015,Nevada,9186
2015,New Hampshire,9881
2015,New Jersey,7007
2015,New Mexico,9969
2015,New York,22717
2015,North Carolina,33889
2015,North Dakota,4481
2015,Ohio,49297
2015,Oklahoma,21793
2015,Oregon,17765
2015,Pennsylvania,64122
2015,Puerto Rico,1499
2015,Rhode Island,1512
2015,South Carolina,20763
2015,South Dakota,5645
2015,Tennessee,42558
2015,Texas,106461
2015,Utah,20684
2015,Vermont,2135
2015,Virgin Islands,104
2015,Virginia,27904
2015,Washington,32783
2015,West Virginia,14695
2015,Wisconsin,22715
2015,Wyoming,4388
2015,Alabama,45128
2015,Alaska,6168
2015,Arizona,24503
2015,Arkansas,16258
2015,California,119574
2015,Colorado,33062
2015,Connecticut,24571
2015,Delaware,3683
2015,District of Columbia,53
2015,Florida,77601
2015,Georgia,32956
2015,Guam,148
2015,Hawaii,1145
2015,Idaho,9975
2015,Illinois,76538
2015,Indiana,64608
2015,Iowa,7597
2015,Kansas,12249
2015,Kentucky,271614
2015,Louisiana,20941
2015,Maine,5860
2015,Mariana Islands,1
2015,Maryland,8105
2015,Massachusetts,11907
2015,Michigan,32961
2015,Minnesota,37779
2015,Mississippi,13803
2015,Missouri,37565
2015,Montana,9364
2015,Nebraska,4500
2015,Nevada,9959
2015,New Hampshire,10564
2015,New Jersey,6704
2015,New Mexico,11021
2015,New York,21977
2015,North Carolina,32357
2015,North Dakota,4683
2015,Ohio,49428
2015,Oklahoma,23210
2015,Oregon,19292
2015,Pennsylvania,62676
2015,Puerto Rico,1477
2015,Rhode Island,1543
2015,South Carolina,20254
2015,South Dakota,6436
2015,Tennessee,40597
2015,Texas,111012
2015,Utah,18544
2015,Vermont,2172
2015,Virgin Islands,118
2015,Virginia,28447
2015,Washington,33943
2015,West Virginia,15288
2015,Wisconsin,24362
2015,Wyoming,4612
2015,Alabama,46971
2015,Alaska,7030
2015,Arizona,24762
2015,Arkansas,17135
2015,California,114686
2015,Colorado,34688
2015,Connecticut,26677
2015,Delaware,3665
2015,District of Columbia,51
2015,Florida,81456
2015,Georgia,35901
2015,Guam,146
2015,Hawaii,1329
2015,Idaho,10686
2015,Illinois,118541
2015,Indiana,67791
2015,Iowa,11113
2015,Kansas,14044
2015,Kentucky,253890
2015,Louisiana,21000
2015,Maine,6608
2015,Mariana Islands,2
2015,Maryland,10464
2015,Massachusetts,14211
2015,Michigan,36840
2015,Minnesota,44682
2015,Mississippi,14292
2015,Missouri,42187
2015,Montana,9473
2015,Nebraska,5325
2015,Nevada,9830
2015,New Hampshire,10849
2015,New Jersey,7594
2015,New Mexico,11299
2015,New York,26818
2015,North Carolina,37520
2015,North Dakota,5225
2015,Ohio,59965
2015,Oklahoma,26152
2015,Oregon,20563
2015,Pennsylvania,74820
2015,Puerto Rico,1168
2015,Rhode Island,1710
2015,South Carolina,22801
2015,South Dakota,6951
2015,Tennessee,44972
2015,Texas,106032
2015,Utah,20361
2015,Vermont,3081
2015,Virgin Islands,115
2015,Virginia,31657
2015,Washington,38008
2015,West Virginia,18739
2015,Wisconsin,31164
2015,Wyoming,4697
2015,Alabama,57152
2015,Alaska,7223
2015,Arizona,28402
2015,Arkansas,20397
2015,California,199833
2015,Colorado,37740
2015,Connecticut,30302
2015,Delaware,4610
2015,District of Columbia,68
2015,Florida,93683
2015,Georgia,48200
2015,Guam,161
2015,Hawaii,1344
2015,Idaho,12234
2015,Illinois,96770
2015,Indiana,83305
2015,Iowa,14948
2015,Kansas,16337
2015,Kentucky,281518
2015,Louisiana,26788
2015,Maine,7438
2015,Mariana Islands,2
2015,Maryland,10656
2015,Massachusetts,16296
2015,Michigan,43233
2015,Minnesota,51987
2015,Mississippi,18635
2015,Missouri,52566
2015,Montana,10863
2015,Nebraska,6796
2015,Nevada,11192
2015,New Hampshire,11780
2015,New Jersey,8529
2015,New Mexico,13587
2015,New York,29889
2015,North Carolina,45196
2015,North Dakota,6517
2015,Ohio,62389
2015,Oklahoma,29926
2015,Oregon,23895
2015,Pennsylvania,92329
2015,Puerto Rico,1377
2015,Rhode Island,1953
2015,South Carolina,26546
2015,South Dakota,8923
2015,Tennessee,40064
2015,Texas,129368
2015,Utah,23422
2015,Vermont,3115
2015,Virgin Islands,96
2015,Virginia,39427
2015,Washington,43542
2015,West Virginia,25804
2015,Wisconsin,37433
2015,Wyoming,5459
2015,Alabama,62220
2015,Alaska,6731
2015,Arizona,30563
2015,Arkansas,24042
2015,California,113789
2015,Colorado,37520
2015,Connecticut,24291
2015,Delaware,4137
2015,District of Columbia,53
2015,Florida,103809
2015,Georgia,57432
2015,Guam,147
2015,Hawaii,1193
2015,Idaho,12820
2015,Illinois,86317
2015,Indiana,84043
2015,Iowa,16457
2015,Kansas,18262
2015,Kentucky,198493
2015,Louisiana,33759
2015,Maine,6166
2015,Mariana Islands,5
2015,Maryland,9092
2015,Massachusetts,11039
2015,Michigan,38502
2015,Minnesota,40699
2015,Mississippi,23970
2015,Missouri,55680
2015,Montana,11027
2015,Nebraska,6715
2015,Nevada,11626
2015,New Hampshire,9085
2015,New Jersey,7229
2015,New Mexico,13832
2015,New York,25920
2015,North Carolina,48473
2015,North Dakota,5512
2015,Ohio,59899
2015,Oklahoma,34307
2015,Oregon,24213
2015,Pennsylvania,81379
2015,Puerto Rico,1282
2015,Rhode Island,1777
2015,South Carolina,31543
2015,South Dakota,9065
2015,Tennessee,53761
2015,Texas,140229
2015,Utah,20627
2015,Vermont,3220
2015,Virgin Islands,113
2015,Virginia,40786
2015,Washington,43129
2015,West Virginia,24248
2015,Wisconsin,32541
2015,Wyoming,5539
2015,Alabama,51119
2015,Alaska,5348
2015,Arizona,24620
2015,Arkansas,18184
2015,California,113292
2015,Colorado,33007
2015,Connecticut,24791
2015,Delaware,4133
2015,District of Columbia,61
2015,Florida,87895
2015,Georgia,43248
2015,Guam,164
2015,Hawaii,1188
2015,Idaho,9858
2015,Illinois,96712
2015,Indiana,67533
2015,Iowa,12562
2015,Kansas,15166
2015,Kentucky,320778
2015,Louisiana,24516
2015,Maine,5423
